ID,State,City,Locality,Property_Type,BHK,Size_in_SqFt,Price_in_Lakhs,Price_per_SqFt,Year_Built,Furnished_Status,Floor_No,Total_Floors,Age_of_Property,Nearby_Schools,Nearby_Hospitals,Public_Transport_Accessibility,Parking_Space,Security,Amenities,Facing,Owner_Type,Availability_Status
2340,Tamil Nadu,Chennai,Locality_15,Independent House,2,1598,359.17,0.22,1992,Furnished,6,18,33,3,2,Low,Yes,No,"Garden, Pool, Gym, Playground",East,Builder,Under_Construction
2341,Bihar,Patna,Locality_344,Villa,2,4280,425.16,0.1,2008,Semi-furnished,9,17,17,10,9,High,Yes,Yes,Clubhouse,South,Builder,Under_Construction
2342,Kerala,Kochi,Locality_220,Apartment,5,1562,419.71,0.27,2009,Semi-furnished,8,14,16,3,2,Medium,Yes,Yes,"Garden, Clubhouse, Playground, Gym",West,Owner,Ready_to_Move
2343,Gujarat,Surat,Locality_188,Apartment,2,4283,38.01,0.01,2003,Semi-furnished,19,23,22,10,6,Medium,No,No,Playground,East,Broker,Under_Construction
2344,Andhra Pradesh,Vijayawada,Locality_109,Apartment,4,4992,398.68,0.08,2004,Unfurnished,5,26,21,10,3,High,No,Yes,"Clubhouse, Pool",South,Builder,Under_Construction
2345,Assam,Silchar,Locality_334,Villa,4,2667,428.7,0.16,2002,Furnished,9,14,23,9,4,High,No,No,"Gym, Playground, Pool, Clubhouse",North,Builder,Ready_to_Move
2346,Kerala,Kochi,Locality_237,Apartment,5,524,354.1,0.68,2006,Semi-furnished,1,27,19,6,3,Medium,Yes,No,"Playground, Pool",North,Broker,Under_Construction
2347,Tamil Nadu,Coimbatore,Locality_218,Independent House,1,1690,310.86,0.18,2018,Unfurnished,27,29,7,6,7,Medium,No,Yes,"Garden, Clubhouse, Pool, Playground, Gym",East,Broker,Under_Construction
2348,Kerala,Kochi,Locality_406,Independent House,5,2394,253.47,0.11,1990,Semi-furnished,4,3,35,6,2,Low,No,Yes,"Clubhouse, Garden, Pool",South,Builder,Ready_to_Move
2349,Madhya Pradesh,Indore,Locality_244,Independent House,4,3337,145.51,0.04,2001,Semi-furnished,14,4,24,9,5,Low,Yes,Yes,"Gym, Garden, Clubhouse, Playground, Pool",West,Owner,Ready_to_Move
2350,Uttarakhand,Dehradun,Locality_96,Villa,1,4576,422.14,0.09,2006,Furnished,3,15,19,3,4,Low,No,No,"Playground, Clubhouse, Garden",South,Owner,Ready_to_Move
2351,Rajasthan,Jaipur,Locality_318,Apartment,5,1947,357.97,0.18,2002,Furnished,19,8,23,5,3,Medium,No,No,"Gym, Pool, Clubhouse, Garden, Playground",West,Broker,Ready_to_Move
2352,Rajasthan,Jaipur,Locality_412,Independent House,2,4661,471.13,0.1,1994,Semi-furnished,13,25,31,7,5,Medium,Yes,Yes,"Garden, Playground, Gym, Pool, Clubhouse",West,Owner,Under_Construction
2353,West Bengal,Kolkata,Locality_177,Villa,5,3726,161.44,0.04,1995,Furnished,28,27,30,4,4,Low,Yes,No,"Pool, Playground",North,Builder,Ready_to_Move
2354,Odisha,Bhubaneswar,Locality_129,Villa,3,1789,449.58,0.25,2018,Semi-furnished,23,28,7,9,4,Medium,No,No,"Pool, Garden, Playground, Gym",East,Builder,Ready_to_Move
2355,West Bengal,Kolkata,Locality_269,Independent House,4,2953,85.33,0.03,1995,Furnished,9,25,30,7,8,Low,No,No,"Playground, Pool, Clubhouse, Gym, Garden",West,Broker,Ready_to_Move
2356,Bihar,Gaya,Locality_59,Independent House,3,3564,442.91,0.12,2009,Unfurnished,8,19,16,9,10,Low,Yes,No,"Pool, Gym",West,Builder,Ready_to_Move
2357,Uttarakhand,Dehradun,Locality_460,Villa,1,3285,99.98,0.03,2000,Unfurnished,26,13,25,2,7,Medium,No,Yes,"Playground, Gym",East,Broker,Under_Construction
2358,Madhya Pradesh,Indore,Locality_320,Villa,4,1775,47.97,0.03,2012,Unfurnished,22,6,13,6,2,High,Yes,No,"Clubhouse, Playground, Gym",East,Broker,Under_Construction
2359,Telangana,Warangal,Locality_160,Independent House,5,1045,34.82,0.03,1999,Semi-furnished,25,7,26,3,4,Medium,Yes,No,Playground,North,Builder,Ready_to_Move
2360,Chhattisgarh,Raipur,Locality_246,Independent House,1,785,427.19,0.54,2011,Furnished,14,29,14,2,2,High,No,No,Gym,North,Broker,Under_Construction
2361,Odisha,Bhubaneswar,Locality_455,Villa,1,4039,367.81,0.09,2014,Semi-furnished,23,28,11,5,4,High,Yes,Yes,"Playground, Gym, Garden, Clubhouse, Pool",South,Broker,Ready_to_Move
2362,Chhattisgarh,Bilaspur,Locality_122,Independent House,2,671,329.3,0.49,1991,Furnished,14,24,34,7,4,High,No,No,"Clubhouse, Garden, Gym, Pool, Playground",West,Broker,Under_Construction
2363,Uttar Pradesh,Lucknow,Locality_402,Villa,4,1501,11.2,0.01,2005,Furnished,0,3,20,5,5,Medium,Yes,No,"Playground, Gym, Pool, Garden",North,Builder,Ready_to_Move
2364,Rajasthan,Jodhpur,Locality_485,Apartment,5,3497,424.32,0.12,2014,Furnished,6,11,11,1,8,Low,Yes,No,"Pool, Playground, Clubhouse, Gym, Garden",West,Owner,Ready_to_Move
2365,Uttarakhand,Dehradun,Locality_420,Villa,1,1715,313.2,0.18,2018,Furnished,11,17,7,9,2,Low,No,No,"Pool, Garden",East,Builder,Under_Construction
2366,Delhi,New Delhi,Locality_87,Independent House,5,3121,454.54,0.15,1992,Semi-furnished,14,20,33,8,1,High,Yes,Yes,"Clubhouse, Pool",North,Broker,Ready_to_Move
2367,Assam,Guwahati,Locality_375,Villa,5,1611,367.2,0.23,1994,Unfurnished,30,27,31,3,2,High,No,No,"Gym, Garden, Pool",South,Broker,Under_Construction
2368,Bihar,Gaya,Locality_460,Apartment,5,2545,458.33,0.18,1999,Furnished,3,12,26,7,8,Low,No,Yes,Pool,West,Builder,Under_Construction
2369,Assam,Silchar,Locality_465,Independent House,3,1849,360.45,0.19,2022,Unfurnished,4,20,3,10,3,High,No,Yes,"Pool, Playground, Gym, Garden",West,Broker,Ready_to_Move
2370,Madhya Pradesh,Indore,Locality_63,Apartment,1,1598,441.5,0.28,2012,Semi-furnished,28,28,13,5,4,Low,Yes,No,"Garden, Pool, Playground, Gym, Clubhouse",East,Builder,Under_Construction
2371,Delhi,New Delhi,Locality_239,Independent House,2,1106,465.76,0.42,1992,Furnished,9,22,33,3,5,Medium,No,No,"Clubhouse, Pool, Gym, Garden",West,Builder,Under_Construction
2372,Jharkhand,Jamshedpur,Locality_341,Independent House,1,2135,80.49,0.04,2013,Furnished,7,2,12,5,9,Low,Yes,Yes,"Garden, Pool",West,Builder,Under_Construction
2373,Tamil Nadu,Coimbatore,Locality_132,Independent House,3,2994,480.98,0.16,1996,Unfurnished,15,8,29,2,6,High,Yes,Yes,"Playground, Clubhouse, Gym",North,Broker,Under_Construction
2374,Karnataka,Mysore,Locality_463,Independent House,5,3380,448.43,0.13,2003,Semi-furnished,26,28,22,6,2,Medium,No,Yes,"Clubhouse, Pool",South,Owner,Under_Construction
2375,Chhattisgarh,Bilaspur,Locality_173,Apartment,1,4789,25.66,0.01,1994,Semi-furnished,1,18,31,2,6,Low,Yes,Yes,"Gym, Pool, Playground, Garden",East,Builder,Ready_to_Move
2376,Assam,Guwahati,Locality_76,Apartment,3,4934,212.38,0.04,1992,Unfurnished,8,7,33,1,3,Medium,No,Yes,"Gym, Clubhouse, Playground, Pool",West,Owner,Ready_to_Move
2377,Uttar Pradesh,Noida,Locality_220,Independent House,4,4790,488.8,0.1,2011,Semi-furnished,17,19,14,9,8,Low,Yes,Yes,"Playground, Gym, Pool, Garden",East,Broker,Ready_to_Move
2378,Jharkhand,Jamshedpur,Locality_73,Independent House,3,4743,98.9,0.02,2011,Unfurnished,30,15,14,4,4,Medium,No,Yes,"Clubhouse, Pool, Gym, Playground",North,Broker,Under_Construction
2379,Chhattisgarh,Raipur,Locality_100,Villa,4,2076,323.67,0.16,2013,Semi-furnished,8,28,12,2,4,High,Yes,No,"Gym, Pool, Garden, Playground, Clubhouse",East,Builder,Ready_to_Move
2380,West Bengal,Kolkata,Locality_468,Apartment,4,4871,348.56,0.07,2014,Furnished,17,2,11,5,8,High,No,Yes,"Gym, Clubhouse",North,Broker,Under_Construction
2381,Gujarat,Ahmedabad,Locality_243,Villa,3,1270,48.82,0.04,2017,Furnished,1,9,8,5,7,Low,Yes,Yes,"Playground, Clubhouse, Pool, Gym",North,Builder,Ready_to_Move
2382,Haryana,Faridabad,Locality_48,Villa,5,1302,464.49,0.36,2008,Unfurnished,0,5,17,6,6,Low,No,Yes,"Clubhouse, Playground",East,Broker,Under_Construction
2383,Assam,Guwahati,Locality_194,Independent House,5,1118,307.2,0.27,2017,Semi-furnished,21,14,8,5,4,High,No,Yes,"Garden, Pool",East,Broker,Ready_to_Move
2384,Bihar,Gaya,Locality_26,Independent House,5,3771,296.49,0.08,2019,Semi-furnished,15,5,6,8,9,Medium,No,Yes,"Garden, Gym",East,Builder,Under_Construction
2385,Tamil Nadu,Chennai,Locality_171,Villa,1,3069,379.46,0.12,2012,Furnished,16,1,13,7,4,Low,Yes,No,Clubhouse,North,Broker,Ready_to_Move
2386,Uttar Pradesh,Noida,Locality_101,Apartment,2,2259,461.6,0.2,2009,Unfurnished,15,30,16,8,4,Low,No,Yes,"Garden, Clubhouse",East,Owner,Ready_to_Move
2387,Jharkhand,Ranchi,Locality_138,Apartment,5,2431,458.14,0.19,2013,Semi-furnished,25,9,12,1,3,Medium,Yes,No,"Garden, Gym",East,Owner,Ready_to_Move
2388,Odisha,Bhubaneswar,Locality_55,Independent House,1,2354,422.16,0.18,2019,Furnished,8,30,6,8,1,High,Yes,No,"Gym, Clubhouse",East,Broker,Ready_to_Move
2389,Delhi,Dwarka,Locality_199,Villa,4,3963,344.33,0.09,1992,Furnished,28,1,33,8,10,High,Yes,No,"Clubhouse, Pool, Gym, Playground, Garden",North,Builder,Under_Construction
2390,Assam,Silchar,Locality_165,Independent House,3,3179,308.98,0.1,1998,Semi-furnished,6,13,27,10,6,Medium,No,Yes,"Clubhouse, Playground, Gym",North,Owner,Ready_to_Move
2391,Bihar,Gaya,Locality_469,Independent House,2,2480,354.13,0.14,1993,Semi-furnished,6,1,32,6,1,Medium,No,Yes,Pool,South,Builder,Under_Construction
2392,Karnataka,Mangalore,Locality_215,Villa,3,4785,361.36,0.08,2001,Semi-furnished,6,15,24,6,9,Low,Yes,Yes,"Gym, Playground, Clubhouse, Garden, Pool",East,Owner,Ready_to_Move
2393,Bihar,Patna,Locality_143,Independent House,3,2993,51.36,0.02,2005,Furnished,3,14,20,9,3,High,Yes,Yes,"Gym, Pool, Clubhouse, Playground",East,Broker,Under_Construction
2394,West Bengal,Kolkata,Locality_486,Villa,4,834,102.27,0.12,1990,Unfurnished,21,12,35,4,9,Medium,No,No,"Pool, Playground, Garden, Gym, Clubhouse",West,Broker,Under_Construction
2395,Assam,Guwahati,Locality_393,Independent House,2,1942,18.01,0.01,2011,Furnished,14,7,14,1,6,Medium,Yes,No,"Garden, Playground, Pool",North,Owner,Under_Construction
2396,Telangana,Warangal,Locality_287,Villa,2,2318,33.73,0.01,1999,Semi-furnished,12,3,26,6,7,Low,Yes,No,Pool,South,Broker,Ready_to_Move
2397,Bihar,Patna,Locality_288,Villa,2,1943,426.92,0.22,1994,Furnished,25,24,31,10,2,High,No,No,"Clubhouse, Pool, Garden, Playground, Gym",North,Broker,Ready_to_Move
2398,Jharkhand,Jamshedpur,Locality_105,Independent House,1,718,128.03,0.18,1998,Unfurnished,16,24,27,1,10,High,No,No,"Playground, Pool",West,Broker,Under_Construction
2399,Karnataka,Bangalore,Locality_13,Independent House,5,809,498.33,0.62,1997,Semi-furnished,15,30,28,9,3,Medium,No,Yes,Pool,South,Builder,Ready_to_Move
2400,Chhattisgarh,Raipur,Locality_180,Villa,4,3090,48.43,0.02,2003,Unfurnished,25,30,22,2,1,Low,No,No,"Clubhouse, Pool, Gym, Playground, Garden",East,Builder,Under_Construction
2401,Bihar,Gaya,Locality_132,Villa,3,3872,75.89,0.02,2002,Semi-furnished,4,1,23,6,7,Medium,Yes,No,"Playground, Clubhouse, Pool, Gym",North,Owner,Ready_to_Move
2402,Kerala,Kochi,Locality_251,Independent House,4,1065,152.33,0.14,1995,Furnished,22,20,30,10,3,High,No,No,"Pool, Garden",East,Builder,Under_Construction
2403,Maharashtra,Pune,Locality_126,Villa,1,1107,31.55,0.03,1994,Unfurnished,27,9,31,7,4,High,Yes,No,Pool,South,Builder,Under_Construction
2404,Andhra Pradesh,Vishakhapatnam,Locality_30,Apartment,2,4682,148.37,0.03,2012,Semi-furnished,0,3,13,8,10,High,No,Yes,"Garden, Clubhouse",West,Owner,Ready_to_Move
2405,Punjab,Ludhiana,Locality_233,Villa,4,826,42.13,0.05,1999,Unfurnished,13,25,26,5,9,High,Yes,No,Playground,North,Owner,Ready_to_Move
2406,Maharashtra,Nagpur,Locality_112,Apartment,3,2451,112.97,0.05,1993,Furnished,20,16,32,5,2,Medium,No,No,"Playground, Garden, Gym",North,Owner,Under_Construction
2407,Uttar Pradesh,Noida,Locality_272,Independent House,2,565,381.71,0.68,1993,Semi-furnished,16,2,32,3,9,High,Yes,No,"Gym, Playground, Clubhouse, Garden, Pool",East,Broker,Under_Construction
2408,Jharkhand,Ranchi,Locality_329,Villa,4,821,138.12,0.17,2011,Unfurnished,27,8,14,8,2,Medium,Yes,No,"Gym, Clubhouse, Garden, Pool, Playground",West,Builder,Under_Construction
2409,Delhi,Dwarka,Locality_324,Apartment,5,1416,94.13,0.07,2016,Semi-furnished,25,20,9,4,10,Medium,No,No,"Gym, Playground, Garden, Clubhouse, Pool",North,Builder,Ready_to_Move
2410,Karnataka,Mysore,Locality_303,Independent House,5,1559,197.8,0.13,1998,Unfurnished,14,1,27,3,10,High,Yes,Yes,"Garden, Clubhouse, Gym, Playground, Pool",North,Builder,Ready_to_Move
2411,Telangana,Hyderabad,Locality_256,Villa,2,1949,226.55,0.12,2008,Furnished,1,11,17,7,8,Medium,No,Yes,Garden,South,Owner,Under_Construction
2412,Madhya Pradesh,Bhopal,Locality_494,Apartment,3,2548,122.0,0.05,2004,Unfurnished,12,13,21,10,5,Medium,No,Yes,"Garden, Pool, Gym, Playground, Clubhouse",South,Owner,Under_Construction
2413,Delhi,Dwarka,Locality_212,Independent House,1,1491,136.32,0.09,2018,Furnished,27,24,7,4,6,Low,Yes,Yes,Playground,South,Builder,Ready_to_Move
2414,Chhattisgarh,Bilaspur,Locality_146,Independent House,1,4535,189.02,0.04,2004,Furnished,20,10,21,2,3,Low,Yes,No,"Gym, Garden, Playground, Pool, Clubhouse",East,Builder,Under_Construction
2415,Karnataka,Bangalore,Locality_485,Apartment,5,1465,480.12,0.33,2017,Unfurnished,26,5,8,3,1,Medium,Yes,Yes,"Gym, Garden, Playground, Pool, Clubhouse",North,Owner,Ready_to_Move
2416,Delhi,Dwarka,Locality_95,Apartment,3,2380,70.74,0.03,2009,Furnished,21,14,16,10,10,Low,Yes,No,Gym,North,Broker,Under_Construction
2417,Odisha,Cuttack,Locality_82,Independent House,5,2171,129.17,0.06,2009,Semi-furnished,14,19,16,2,6,High,No,Yes,"Garden, Gym, Playground, Pool",South,Builder,Under_Construction
2418,Karnataka,Bangalore,Locality_444,Villa,4,3729,425.13,0.11,2005,Furnished,8,5,20,10,8,Medium,Yes,No,"Playground, Garden, Gym",North,Builder,Under_Construction
2419,Kerala,Trivandrum,Locality_413,Apartment,3,3283,236.87,0.07,2016,Furnished,5,20,9,4,8,Medium,Yes,Yes,Playground,South,Owner,Ready_to_Move
2420,Telangana,Warangal,Locality_38,Apartment,2,1193,235.11,0.2,2016,Furnished,24,24,9,7,2,Low,No,No,"Playground, Garden, Clubhouse, Pool, Gym",West,Builder,Ready_to_Move
2421,Gujarat,Surat,Locality_414,Apartment,5,528,20.11,0.04,2021,Unfurnished,24,10,4,9,9,High,Yes,Yes,Clubhouse,South,Builder,Under_Construction
2422,West Bengal,Durgapur,Locality_313,Villa,1,550,311.42,0.57,2001,Unfurnished,25,6,24,10,9,High,Yes,No,"Clubhouse, Garden, Gym",North,Broker,Ready_to_Move
2423,Telangana,Hyderabad,Locality_298,Villa,3,1771,367.18,0.21,1993,Furnished,22,27,32,4,3,Medium,Yes,No,"Clubhouse, Garden, Pool",West,Owner,Ready_to_Move
2424,Madhya Pradesh,Indore,Locality_346,Independent House,5,3772,181.76,0.05,2005,Furnished,11,9,20,7,2,Low,No,Yes,"Pool, Gym",South,Owner,Under_Construction
2425,Andhra Pradesh,Vijayawada,Locality_471,Apartment,3,2058,454.62,0.22,1995,Semi-furnished,25,16,30,1,1,Low,Yes,Yes,"Pool, Garden",West,Broker,Under_Construction
2426,Bihar,Patna,Locality_433,Independent House,2,3333,254.35,0.08,2018,Semi-furnished,17,27,7,9,5,Medium,No,No,"Garden, Playground, Pool, Clubhouse, Gym",South,Broker,Under_Construction
2427,Andhra Pradesh,Vijayawada,Locality_234,Apartment,4,2370,22.99,0.01,2022,Semi-furnished,12,9,3,3,4,Low,Yes,No,"Clubhouse, Garden, Pool",North,Owner,Under_Construction
2428,Andhra Pradesh,Vijayawada,Locality_35,Apartment,2,3309,16.39,0.0,1994,Unfurnished,8,19,31,5,8,Medium,No,Yes,Playground,South,Owner,Ready_to_Move
2429,Delhi,New Delhi,Locality_340,Independent House,5,3023,444.94,0.15,1992,Semi-furnished,6,19,33,7,9,High,Yes,Yes,"Clubhouse, Pool, Playground",East,Builder,Ready_to_Move
2430,Chhattisgarh,Bilaspur,Locality_495,Independent House,4,3938,48.68,0.01,2005,Semi-furnished,14,13,20,5,9,Medium,Yes,Yes,"Garden, Gym, Pool, Playground, Clubhouse",East,Owner,Ready_to_Move
2431,West Bengal,Durgapur,Locality_403,Villa,1,3297,111.92,0.03,2002,Semi-furnished,14,16,23,9,1,High,No,Yes,Playground,East,Broker,Ready_to_Move
2432,Madhya Pradesh,Bhopal,Locality_224,Apartment,1,4441,462.8,0.1,2012,Unfurnished,6,27,13,2,2,Low,Yes,No,"Garden, Gym, Pool",East,Owner,Under_Construction
2433,Tamil Nadu,Coimbatore,Locality_219,Apartment,2,1766,494.84,0.28,2007,Unfurnished,28,22,18,8,4,Low,Yes,No,"Gym, Garden, Playground",North,Broker,Ready_to_Move
2434,Gujarat,Ahmedabad,Locality_86,Apartment,5,2365,442.51,0.19,2005,Unfurnished,10,6,20,7,1,Medium,No,Yes,"Garden, Pool, Gym, Clubhouse",West,Broker,Ready_to_Move
2435,Chhattisgarh,Raipur,Locality_318,Apartment,3,4526,410.33,0.09,2019,Semi-furnished,18,2,6,8,8,High,No,Yes,"Garden, Playground, Gym, Clubhouse",West,Owner,Ready_to_Move
2436,Andhra Pradesh,Vishakhapatnam,Locality_469,Independent House,1,819,351.14,0.43,2002,Unfurnished,29,3,23,3,9,Medium,Yes,Yes,"Garden, Clubhouse, Gym",West,Builder,Ready_to_Move
2437,Assam,Guwahati,Locality_327,Villa,3,4735,130.02,0.03,2009,Unfurnished,28,23,16,5,5,Medium,Yes,No,"Gym, Pool, Garden, Clubhouse",North,Broker,Under_Construction
2438,West Bengal,Durgapur,Locality_302,Independent House,2,4396,268.32,0.06,2017,Semi-furnished,8,28,8,4,10,Low,No,Yes,"Gym, Pool, Garden",West,Owner,Ready_to_Move
2439,Rajasthan,Jodhpur,Locality_19,Villa,1,3928,462.21,0.12,2016,Furnished,19,1,9,8,4,Low,Yes,No,Garden,North,Owner,Under_Construction
2440,Maharashtra,Nagpur,Locality_387,Villa,5,1058,28.14,0.03,2015,Semi-furnished,3,17,10,5,8,Low,Yes,No,"Garden, Clubhouse, Gym, Pool",South,Builder,Ready_to_Move
2441,Maharashtra,Mumbai,Locality_9,Villa,3,558,164.41,0.29,2001,Semi-furnished,4,24,24,3,6,Low,No,No,"Gym, Playground, Garden, Pool, Clubhouse",West,Owner,Under_Construction
2442,Kerala,Trivandrum,Locality_142,Apartment,3,4754,55.72,0.01,2001,Furnished,7,14,24,7,6,Low,Yes,Yes,"Gym, Pool, Clubhouse, Playground, Garden",East,Broker,Under_Construction
2443,Bihar,Patna,Locality_395,Independent House,4,2899,384.87,0.13,2018,Unfurnished,28,23,7,4,6,Low,Yes,Yes,"Clubhouse, Playground, Gym, Pool, Garden",North,Broker,Under_Construction
2444,Chhattisgarh,Raipur,Locality_371,Apartment,2,1931,243.33,0.13,2021,Semi-furnished,2,16,4,2,2,Medium,Yes,No,"Gym, Playground, Clubhouse, Garden, Pool",West,Broker,Under_Construction
2445,Telangana,Hyderabad,Locality_360,Independent House,4,2106,107.49,0.05,2007,Furnished,19,14,18,7,9,High,No,Yes,"Gym, Garden",North,Builder,Under_Construction
2446,Chhattisgarh,Raipur,Locality_336,Apartment,3,4293,468.35,0.11,1990,Unfurnished,7,3,35,5,2,Low,Yes,No,Pool,South,Builder,Ready_to_Move
2447,Andhra Pradesh,Vishakhapatnam,Locality_293,Independent House,3,1547,61.36,0.04,2023,Unfurnished,10,15,2,6,9,Medium,No,No,"Clubhouse, Playground, Gym",West,Owner,Ready_to_Move
2448,Rajasthan,Jaipur,Locality_275,Villa,5,2626,321.56,0.12,2023,Furnished,15,5,2,10,10,Medium,Yes,No,"Gym, Playground, Pool, Garden",North,Owner,Under_Construction
2449,Rajasthan,Jodhpur,Locality_461,Apartment,1,3135,449.49,0.14,2023,Furnished,1,12,2,4,1,Medium,No,No,"Garden, Gym",East,Builder,Ready_to_Move
2450,Bihar,Gaya,Locality_237,Independent House,1,2146,119.99,0.06,2009,Semi-furnished,18,7,16,9,8,Medium,Yes,No,"Playground, Garden, Clubhouse",West,Owner,Ready_to_Move
2451,Madhya Pradesh,Indore,Locality_334,Independent House,1,4325,331.06,0.08,2006,Semi-furnished,18,13,19,8,3,High,No,No,"Clubhouse, Garden, Playground, Gym",East,Broker,Ready_to_Move
2452,West Bengal,Durgapur,Locality_424,Villa,1,1763,179.56,0.1,2013,Unfurnished,27,28,12,7,7,Medium,Yes,Yes,"Playground, Pool",North,Builder,Ready_to_Move
2453,Punjab,Amritsar,Locality_83,Independent House,4,3040,327.95,0.11,2008,Semi-furnished,9,4,17,6,5,Medium,No,No,Playground,West,Owner,Ready_to_Move
2454,Uttar Pradesh,Lucknow,Locality_147,Apartment,5,3749,158.02,0.04,1993,Semi-furnished,24,22,32,9,4,High,No,No,"Garden, Gym, Playground, Clubhouse, Pool",South,Owner,Ready_to_Move
2455,Tamil Nadu,Chennai,Locality_258,Independent House,4,3892,102.28,0.03,1995,Unfurnished,22,8,30,10,7,Low,Yes,No,"Pool, Garden, Gym, Playground",West,Owner,Under_Construction
2456,Karnataka,Mysore,Locality_457,Villa,1,3606,244.27,0.07,2009,Unfurnished,17,30,16,3,6,Low,No,Yes,Gym,South,Owner,Ready_to_Move
2457,Telangana,Warangal,Locality_130,Apartment,4,2202,347.15,0.16,1999,Unfurnished,2,16,26,3,1,High,No,No,"Gym, Garden, Pool, Clubhouse, Playground",North,Owner,Ready_to_Move
2458,Uttarakhand,Haridwar,Locality_68,Apartment,4,3134,86.45,0.03,2004,Semi-furnished,4,10,21,3,10,Medium,No,Yes,"Garden, Playground",South,Broker,Under_Construction
2459,Maharashtra,Mumbai,Locality_59,Independent House,4,3059,429.15,0.14,1998,Furnished,27,13,27,10,1,High,Yes,Yes,"Playground, Garden, Pool, Clubhouse",East,Builder,Under_Construction
2460,Rajasthan,Jodhpur,Locality_147,Apartment,2,3782,339.68,0.09,2018,Unfurnished,2,18,7,3,5,Low,Yes,No,"Clubhouse, Garden, Gym, Pool",South,Builder,Ready_to_Move
2461,Uttar Pradesh,Noida,Locality_11,Apartment,5,3972,247.11,0.06,1995,Furnished,8,8,30,8,3,Medium,Yes,Yes,"Gym, Garden, Clubhouse, Playground, Pool",East,Owner,Under_Construction
2462,Delhi,New Delhi,Locality_371,Apartment,2,3911,311.11,0.08,2009,Furnished,23,4,16,2,2,Low,Yes,Yes,"Playground, Gym, Clubhouse, Pool, Garden",East,Broker,Under_Construction
2463,Tamil Nadu,Chennai,Locality_465,Independent House,3,575,93.69,0.16,2013,Furnished,2,15,12,4,8,Low,Yes,Yes,"Pool, Gym",East,Broker,Ready_to_Move
2464,Uttarakhand,Dehradun,Locality_250,Independent House,5,3015,414.99,0.14,2020,Semi-furnished,25,16,5,5,8,Low,No,No,Pool,North,Builder,Ready_to_Move
2465,Karnataka,Mysore,Locality_171,Independent House,3,563,331.95,0.59,1990,Furnished,17,27,35,2,5,Medium,Yes,Yes,"Gym, Garden, Clubhouse, Playground, Pool",East,Builder,Under_Construction
2466,Bihar,Gaya,Locality_250,Villa,3,2849,34.71,0.01,2015,Unfurnished,25,17,10,5,5,Medium,Yes,No,"Gym, Clubhouse",North,Builder,Under_Construction
2467,Uttarakhand,Haridwar,Locality_21,Apartment,3,3880,243.28,0.06,2012,Furnished,18,29,13,8,10,Medium,No,No,"Gym, Clubhouse, Garden, Playground",North,Broker,Under_Construction
2468,Karnataka,Mysore,Locality_17,Independent House,4,1547,335.71,0.22,1992,Furnished,0,5,33,5,9,High,Yes,No,"Pool, Gym, Garden, Clubhouse",North,Owner,Under_Construction
2469,Rajasthan,Jaipur,Locality_342,Independent House,5,3855,87.78,0.02,2021,Semi-furnished,0,13,4,10,10,High,Yes,No,"Playground, Gym, Pool",East,Owner,Under_Construction
2470,Karnataka,Mangalore,Locality_184,Villa,2,1175,335.62,0.29,2021,Unfurnished,3,16,4,3,5,Low,No,Yes,Playground,North,Broker,Ready_to_Move
